dataset,seed,loss,epoch,train_loss,val_loss
BeeSpotter,509,Soft-F2,2,0.43319308666577755,0.4317634954726953
BeeSpotter,509,Soft-F2,3,0.4349613454726019,0.4317634954726953
BeeSpotter,509,Soft-F2,4,0.43435501381687813,0.4317634954726953
BeeSpotter,509,Soft-F2,5,0.434530282589254,0.4317634954726953
BeeSpotter,509,Soft-F2,6,0.4344675180399128,0.4317634954726953
BeeSpotter,509,Weighted BCE,1,1.5562916059519771,1.1089905071601593
BeeSpotter,509,Weighted BCE,2,1.102083026236183,1.1029838503693505
BeeSpotter,509,Weighted BCE,3,1.0937549548574013,1.0940801771424657
BeeSpotter,509,Weighted BCE,4,1.0772801608678781,1.101080452795509
BeeSpotter,509,Weighted BCE,5,1.0703627292794435,1.0930837890227063
BeeSpotter,509,Weighted BCE,6,1.0482647806325547,1.0918187597672717
BeeSpotter,509,Weighted BCE,7,1.023963746457997,1.0891980087156776
BeeSpotter,509,Weighted BCE,8,0.9910327388186588,1.085611493467427
BeeSpotter,509,Weighted BCE,9,0.9343420002076349,1.1064656844242013
BeeSpotter,509,Weighted BCE,10,0.9110199503808489,1.0913317838161112
BeeSpotter,509,Weighted BCE,11,0.8224024124021041,1.1230889773197312
BeeSpotter,509,Weighted BCE,12,0.7671612836454067,1.1087878162054707
BeeSpotter,509,Weighted BCE,13,0.7262680879806636,1.1910383332547525
BeeSpotter,613,Soft-F2,1,0.4520776999307902,0.4346538126039848
BeeSpotter,613,Soft-F2,2,0.4336814773608499,0.43465320883895
BeeSpotter,613,Soft-F2,3,0.4332750822701613,0.43465320883895
BeeSpotter,613,Soft-F2,4,0.43350400884981954,0.43465318139508474
BeeSpotter,613,Soft-F2,5,0.43335336768659355,0.43465318139508474
BeeSpotter,613,Soft-F2,6,0.4334581582316614,0.43465318139508474
BeeSpotter,613,Weighted BCE,1,1.334283517567989,1.1067501186466904
BeeSpotter,613,Weighted BCE,2,1.092472560442213,1.1035970934003376
BeeSpotter,613,Weighted BCE,3,1.0240390650545768,1.1123215954938381
BeeSpotter,613,Weighted BCE,4,0.9680782555997318,1.1314350894029193
BeeSpotter,613,Weighted BCE,5,0.9074059460851976,1.1268241671349506
BeeSpotter,613,Weighted BCE,6,0.8481776428372875,1.127205828539759
BeeSpotter,613,Weighted BCE,7,0.7687700015805413,1.1716402906308072
BeeSpotter,719,Soft-F2,1,0.45397377604305156,0.4319339819091687
BeeSpotter,719,Soft-F2,2,0.4340486295259718,0.43193402736307046
BeeSpotter,719,Soft-F2,3,0.43357607059710523,0.43193402736307046
BeeSpotter,719,Soft-F2,4,0.4349510715310365,0.43193402736307046
BeeSpotter,719,Soft-F2,5,0.43336327638205485,0.43193402736307046
BeeSpotter,719,Soft-F2,6,0.43458537584376916,0.43193402736307046
BeeSpotter,719,Weighted BCE,1,1.5347997363251034,1.0899710766703106
BeeSpotter,719,Weighted BCE,2,1.1257762942198264,1.0846777914239347
BeeSpotter,719,Weighted BCE,3,1.0186240503532622,1.0599007083357668
